8:28	마가복음 1:23-24, 누가복음 4:33-34
8:29	마가복음 9:20-21
8:31	요한 계시록 20:2-3
8:32	레위기 11:7-8, 신명기 14:8, 마태복음 8:30-34, 마가복음 5:11-17
8:35	누가복음 10:39, 사도행전 22:3
8:38	마가복음 5:18-20
8:40	마가복음 5:21
8:41	마태복음 9:18-19, 마가복음 5:22-24
8:43	레위기 15:25, 마태복음 9:20-22, 마가복음 5:25-29
8:44	민수기 15:38-39
8:45	마가복음 5:30-34
8:46	누가복음 5:17
8:48	마태복음 9:22, 누가복음 7:50
8:49	마가복음 5:35-37
8:50	요한복음 11:25, 로마서 4:17
8:52	누가복음 7:12-13, 마태복음 9:23-26, 마가복음 5:38-43, 요한복음 11:11, 사도행전 7:60, 사도행전 13:36
8:54	마가복음 5:41, 누가복음 7:14, 요한복음 11:43
8:55	창세기 2:7, 전도서 3:19, 이사야 42:5, 마가복음 5:42
8:56	마가복음 7:35-36, 누가복음 5:14
9:1	마가복음 6:7, 마태복음 10:1, 마가복음 3:14-15
9:3	마태복음 10:9-10, 마가복음 6:8-9, 누가복음 10:4
9:4	마태복음 10:11, 마가복음 6:10, 누가복음 10:5, 누가복음 10:7
9:5	마태복음 10:14, 마가복음 6:11, 누가복음 10:10-11, 사도행전 13:50-51
9:6	마태복음 11:1, 마가복음 6:12-13
9:7	마태복음 14:1-2, 마가복음 6:14-16
9:8	마태복음 16:13-14, 마가복음 8:27-28, 누가복음 9:18-19
9:9	마태복음 14:3, 마태복음 14:10, 누가복음 23:8
9:10	마가복음 6:30, 마태복음 14:13, 요한복음 6:1-2
9:11	마태복음 14:14, 마가복음 6:34
9:12	마태복음 14:15-21, 마가복음 6:35-44, 요한복음 6:5-13
9:13	열왕기하 4:42-44
9:17	마태복음 14:20, 마가복음 6:43, 요한복음 6:13
9:18	마태복음 16:13-16, 마가복음 8:27-30
9:19	누가복음 9:7-8
9:20	마태복음 16:16, 마가복음 8:29, 요한복음 1:41, 요한복음 6:68-69
9:21	마태복음 16:20
9:22	이사야 53:5, 이사야 53:8, 누가복음 17:25, 마태복음 16:21, 마가복음 8:31
9:23	빌립보서 3:7-8, 마태복음 10:38, 마태복음 16:24, 마가복음 8:34, 누가복음 14:27
9:24	마태복음 10:39, 마태복음 16:25, 마가복음 8:35, 누가복음 17:33, 요한복음 12:25, 사도행전 20:24, 요한 계시록 2:10
9:25	시편 49:6-7, 마태복음 16:26, 마가복음 8:36
9:26	마태복음 10:33, 마가복음 8:38, 누가복음 12:9, 디모데 후서 2:12
9:27	마태복음 16:28, 마가복음 9:1
9:28	마태복음 17:1-8, 마가복음 9:2-8
9:31	누가복음 9:22, 누가복음 13:33
9:32	베드로 후서 1:16
9:34	출애굽기 40:34-35
9:35	시편 2:7, 이사야 42:1, 마태복음 3:17, 베드로 후서 1:17-18, 신명기 18:15, 마태복음 17:5, 마가복음 9:7, 사도행전 3:22-23, 누가복음 3:22, 요한복음 12:28
9:36	마태복음 17:9, 마가복음 9:9
9:37	마가복음 9:14-15
9:38	마태복음 17:14-16, 마가복음 9:17-18
9:39	마가복음 1:26
9:41	신명기 32:5, 마태복음 17:17-18, 마가복음 9:19-27
9:43	시편 147:5
9:44	마태복음 17:22-23, 마가복음 9:31-32, 누가복음 18:31-33
9:46	마태복음 18:1-5, 마가복음 9:33-37, 누가복음 22:24
9:48	마태복음 10:40, 마가복음 9:37, 누가복음 10:16, 요한복음 12:44, 잠언 18:12, 마태복음 18:4-5, 마태복음 20:26-27, 마태복음 23:11-12, 마가복음 10:43-44, 누가복음 22:26, 로마서 12:10
9:49	민수기 11:26-29, 마가복음 9:38-40
9:51	사도행전 1:1-2, 디모데 전서 3:16, 마가복음 10:33-34, 누가복음 18:31
9:53	요한복음 4:9
9:54	마가복음 3:17, 열왕기하 1:10
9:57	마태복음 8:19
9:58	마태복음 8:20, 누가복음 14:33
9:59	마태복음 8:21
9:60	에베소서 2:1, 마태복음 8:22
9:62	창세기 19:17, 마태복음 10:37, 마가복음 10:29-30, 고린도 전서 9:24, 빌립보서 3:13
10:1	마태복음 10:5-6, 마가복음 6:7
10:2	마태복음 9:37-38, 요한복음 4:35-36, 고린도 전서 3:9, 데살로니가 후서 3:1
10:3	마태복음 10:16
10:4	마태복음 10:9-10, 누가복음 9:3, 마가복음 6:8-9
10:5	마태복음 10:12-13, 마가복음 6:10-11, 사도행전 10:36
10:7	마태복음 10:11, 누가복음 9:4, 갈라디아서 6:6, 마태복음 10:9-10, 고린도 전서 9:11, 고린도 전서 9:14, 디모데 전서 5:18
10:9	마태복음 3:1-2, 누가복음 9:2
