1:1	창세기 4:25
21:2	사무엘하 8:16, 사사기 18:29, 사무엘하 17:11
21:4	사무엘하 24:4, 사무엘하 24:8
21:5	사무엘하 24:9
21:6	역대기상 27:23-24, 민수기 1:47
21:8	사무엘하 12:13, 시편 25:11, 시편 51:1, 사무엘하 24:10-14
21:9	역대기상 29:29
21:12	레위기 26:26, 레위기 26:14, 레위기 26:17, 레위기 26:25, 열왕기하 19:35
21:13	출애굽기 34:6, 시편 51:1, 이사야 55:7, 예레미야 애가 3:22, 역대기하 28:9
21:14	민수기 16:46, 사무엘하 24:15-16
21:15	출애굽기 32:14, 신명기 32:36, 시편 90:13, 사무엘하 5:6, 역대기하 3:1
21:16	민수기 22:31, 여호수아 5:13, 열왕기하 19:1, 사무엘하 24:17
21:17	시편 51:4, 출애굽기 32:12, 민수기 16:22
21:18	사무엘하 24:11, 사무엘하 24:18-23, 역대기하 3:1
21:22	민수기 25:8
21:23	이사야 28:27
21:24	사무엘하 24:24-25
21:26	출애굽기 20:25, 레위기 9:23-24, 열왕기상 18:38, 역대기하 7:1
21:27	사무엘하 24:16, 시편 103:20
21:29	열왕기상 3:4, 역대기상 16:39, 역대기하 1:3
22:1	신명기 12:5-6, 사무엘하 24:18, 역대기하 3:1
22:2	열왕기상 9:20-21, 역대기하 2:17-18, 열왕기상 5:15, 열왕기상 5:17, 열왕기상 6:7, 열왕기상 7:9
22:3	열왕기상 7:47
22:4	사무엘하 5:11, 열왕기상 5:6, 열왕기상 5:8, 역대기하 2:3
22:5	열왕기상 3:7, 역대기하 2:5, 학개 2:3, 시편 68:29
22:7	신명기 12:5-6, 사무엘하 7:2, 시편 132:3-5
22:8	역대기상 17:4
22:9	역대기상 28:5, 사무엘하 7:12-13, 열왕기상 4:25, 열왕기상 5:4, 사무엘하 12:24, 시편 72:7
22:10	열왕기상 5:5, 사무엘하 7:14, 히브리서 1:5, 역대기상 17:12-14, 시편 89:35-36
22:11	역대기상 28:20
22:12	역대기하 1:10, 시편 72:1, 신명기 4:6
22:13	레위기 19:37, 역대기상 28:7, 신명기 12:1, 신명기 17:18-19, 여호수아 1:8, 열왕기상 2:3, 역대기상 28:7, 시편 19:8, 시편 19:11, 여호수아 1:6, 여호수아 1:9, 역대기상 28:20
22:14	역대기상 29:6-7, 역대기상 29:2-4
22:15	열왕기상 5:17, 열왕기상 6:7, 열왕기상 7:9, 열왕기상 7:13-14
22:16	역대기상 22:3, 역대기하 1:1
22:19	신명기 4:29, 역대기하 20:3, 다니엘 9:3, 열왕기상 6:1, 열왕기상 8:6, 열왕기상 8:21, 신명기 12:21, 열왕기상 8:29, 열왕기상 9:3
23:1	열왕기상 1:33, 열왕기상 1:39, 역대기상 28:5
23:2	출애굽기 29:8-9, 민수기 3:6
23:3	민수기 4:2-3
23:4	신명기 16:18, 역대기상 26:29, 역대기하 19:8
23:5	역대기상 26:12, 역대기상 6:31-32
23:6	출애굽기 6:16, 역대기하 8:14, 역대기하 31:2
23:8	역대기상 26:21-22
23:12	출애굽기 6:21, 출애굽기 6:18
23:13	출애굽기 4:14, 출애굽기 6:20, 출애굽기 6:26, 출애굽기 28:1, 레위기 9:22, 민수기 6:23-27, 신명기 21:5
23:15	출애굽기 2:21-22, 출애굽기 18:3-4
23:16	역대기상 26:24
23:17	역대기상 26:25
23:18	민수기 3:27, 역대기상 24:20, 역대기상 24:22
23:19	역대기상 24:20, 역대기상 24:23
23:20	출애굽기 6:22
23:21	출애굽기 6:19
23:25	사무엘하 7:1, 열왕기상 8:12-13, 시편 135:21
23:26	민수기 4:15
23:28	민수기 3:9, 열왕기상 6:36
23:29	레위기 24:5-6, 역대기상 9:32, 출애굽기 29:1-2, 레위기 2:4, 레위기 7:12
23:30	출애굽기 29:39, 역대기상 16:4, 역대기상 16:37
23:31	출애굽기 20:10, 민수기 10:10, 시편 81:3, 신명기 16:16
24:1	레위기 10:1, 출애굽기 6:23, 출애굽기 28:1
24:2	민수기 26:61, 민수기 16:39-40
24:3	사무엘하 8:17
24:5	잠언 16:33
24:6	열왕기상 2:35, 사무엘하 19:11, 열왕기상 1:5, 열왕기상 1:7, 사무엘하 8:17
24:10	누가복음 1:5
24:19	열왕기하 11:9, 누가복음 1:8, 누가복음 1:23
24:20	출애굽기 6:18, 역대기상 23:16, 역대기상 26:24
24:21	역대기상 23:17
24:22	역대기상 23:18
24:23	역대기상 26:31
24:26	창세기 46:11
24:28	역대기상 23:22
24:31	잠언 16:33
25:1	역대기상 16:41-42, 역대기하 5:11-12, 역대기하 35:15, 사무엘상 10:5, 역대기상 15:16
25:3	역대기상 16:41-42, 역대기상 15:16, 역대기상 15:18, 에베소서 5:19
25:4	역대기상 15:16, 역대기상 15:19
25:6	역대기상 13:8, 역대기상 15:16, 역대기상 16:5
25:8	잠언 16:33
25:9	역대기상 25:1-2, 역대기상 25:1, 역대기상 25:3
25:10	역대기상 25:1-2
25:12	역대기상 25:1-2
25:20	역대기상 25:1, 역대기상 25:4
25:29	역대기상 25:1, 역대기상 25:4
25:30	역대기상 25:1, 역대기상 25:4
25:31	역대기상 25:1, 역대기상 25:4
26:1	역대기상 9:2, 역대기상 9:22, 역대기하 23:16, 역대기하 23:19, 역대기상 26:14, 역대기상 26:19
26:9	역대기상 26:14, 역대기상 26:19
26:13	잠언 16:33
26:15	역대기상 26:4-5
26:16	역대기상 26:10-11
26:17	역대기상 26:15
26:18	역대기상 26:16
26:20	열왕기상 7:51, 열왕기상 14:25-26, 역대기상 9:26, 역대기상 18:10-11
26:21	역대기상 29:8
26:22	열왕기상 15:18
26:23	민수기 3:27
26:25	출애굽기 18:3-4, 역대기상 23:17
26:26	민수기 31:50, 역대기상 18:10-11, 역대기상 29:3-4, 역대기상 29:6-7
26:27	여호수아 6:19, 민수기 31:28
26:28	사무엘상 9:9, 사무엘상 14:50, 사무엘하 2:18, 사무엘하 20:23
26:29	역대기상 23:12, 신명기 17:9, 역대기하 19:8
26:30	역대기상 23:12
26:31	역대기상 23:19, 역대기상 29:26-27, 여호수아 13:24-25, 여호수아 21:8, 여호수아 21:39
27:1	출애굽기 18:25, 신명기 1:15, 사무엘상 8:11-12, 역대기상 28:1
27:2	역대기상 11:11
27:3	민수기 26:20-21
27:4	역대기상 8:1, 역대기상 8:4, 사무엘하 23:9
27:5	역대기상 12:27, 사무엘하 23:20-23, 열왕기상 4:4
27:7	역대기상 2:15-16, 사무엘하 2:18, 사무엘하 23:8, 사무엘하 23:24
27:9	역대기하 11:5-6, 아모스 1:1, 사무엘하 23:8, 사무엘하 23:26
27:10	역대기상 11:10, 역대기상 11:27
27:11	민수기 26:20, 사무엘하 21:18
27:12	역대기상 6:60, 역대기상 6:64, 사무엘하 23:8, 사무엘하 23:27
27:13	민수기 26:20, 사무엘하 23:8, 사무엘하 23:28
27:14	사무엘하 23:8, 사무엘하 23:30
27:18	사무엘상 16:1, 사무엘상 16:6, 사무엘상 17:28
27:21	사무엘상 14:50, 사무엘하 3:27
27:23	창세기 15:5
27:24	사무엘하 24:2, 사무엘하 24:15, 역대기상 21:6-7
27:25	열왕기하 18:15
27:28	역대기하 26:9-10, 역대기하 9:27
27:29	이사야 35:2
27:32	사무엘하 13:3, 사무엘하 21:21, 역대기상 3:1-9
27:33	사무엘하 15:12, 사무엘하 16:23, 사무엘하 17:23, 사무엘하 15:37, 사무엘하 16:16-17
27:34	사무엘하 23:20-23, 열왕기상 2:35, 열왕기상 1:7, 역대기상 11:6
28:1	역대기상 27:1, 출애굽기 18:25, 역대기상 3:1-9, 역대기상 27:25, 역대기상 27:29, 역대기상 11:10
28:2	시편 132:3-5, 역대기상 22:2-4
28:3	역대기상 17:4, 역대기상 22:7-8
28:4	사무엘상 16:1, 사무엘상 16:13, 사무엘하 7:8, 시편 89:20, 창세기 49:10, 역대기상 5:2, 시편 60:7, 룻기 4:22, 사무엘상 13:14, 사무엘상 16:11-12
28:5	역대기상 3:1-9, 역대기상 22:9, 역대기상 17:14, 역대기하 1:8
28:6	사무엘하 7:13-14
28:7	신명기 12:1, 열왕기상 6:12, 역대기상 17:13-14, 시편 72:8
28:8	신명기 6:3
28:9	신명기 10:12, 사무엘상 16:7, 역대기상 29:17, 잠언 17:3, 요한 계시록 2:23, 신명기 31:21, 시편 139:2, 마태복음 7:7, 히브리서 11:6, 야고보서 4:8, 신명기 31:17, 역대기하 15:2, 히브리서 10:38
28:11	역대기하 3:4, 레위기 16:2, 열왕기상 6:19, 히브리서 8:5
28:12	열왕기상 6:36, 열왕기상 7:12, 역대기상 9:26, 역대기상 26:20
28:13	역대기상 24:1
28:15	역대기하 4:7
28:16	역대기하 4:8, 역대기하 4:19
28:17	열왕기상 7:48, 열왕기상 7:50
28:18	열왕기상 7:48, 시편 18:10, 출애굽기 25:20, 사무엘상 4:4, 열왕기상 6:23
28:19	역대기상 28:11, 출애굽기 25:9, 출애굽기 25:40
28:20	신명기 31:6, 여호수아 1:6, 여호수아 1:9, 로마서 8:31, 여호수아 1:5
28:21	역대기상 24:1, 역대기상 24:20, 출애굽기 36:1-2, 역대기상 22:17, 역대기상 28:1
29:1	역대기상 28:5, 열왕기상 3:7, 역대기하 2:4
29:2	역대기상 22:3, 역대기상 22:16, 역대기상 22:4, 역대기상 22:14
29:3	시편 26:8, 시편 27:4, 시편 122:1, 역대기상 21:24
29:4	욥기 28:16
29:5	출애굽기 35:5
29:6	출애굽기 18:25, 역대기상 27:25, 역대기상 27:29, 역대기상 27:31
29:8	역대기상 6:1, 역대기상 26:22
29:9	고린도 후서 9:7
29:11	시편 145:3, 디모데 전서 1:17, 요한 계시록 5:13, 역대기상 16:27, 시편 8:1, 시편 24:1, 이사야 42:5, 시편 103:19, 마태복음 6:10
29:12	신명기 8:18, 잠언 10:22, 빌립보서 4:19, 역대기하 20:6, 이사야 40:26, 신명기 3:24, 에베소서 1:19, 요한 계시록 15:3, 역대기하 1:11-12, 역대기하 16:9, 시편 18:32, 이사야 40:29
29:15	레위기 25:23, 히브리서 11:13, 욥기 14:1-2, 야고보서 4:13-14
29:17	역대기상 28:9, 잠언 11:20, 잠언 15:8, 히브리서 1:9
29:18	시편 10:17, 시편 86:11
29:19	마가복음 12:30, 열왕기상 6:12, 역대기상 22:14
29:21	레위기 1:3, 레위기 23:12-13, 민수기 15:5, 열왕기상 8:63-64
29:22	신명기 12:7, 역대기하 7:10, 느헤미야 8:12, 열왕기상 1:38-40, 역대기상 23:1, 열왕기상 2:35
29:23	역대기상 28:5
29:24	역대기상 22:17, 역대기상 28:1, 역대기상 3:1-9
29:25	열왕기상 3:12, 역대기하 1:1, 역대기하 1:12, 전도서 2:9
29:27	사무엘하 2:11, 사무엘하 5:4-5
29:28	열왕기상 1:1, 열왕기상 2:10-12
29:29	사무엘하 7:2, 사무엘하 12:1, 역대기상 21:9-10
