1:1	요한복음 12:48-49, 골로새서 1:15, 요한 계시록 3:14, 요한 계시록 19:11, 요한 계시록 19:13, 잠언 8:22, 잠언 8:30, 요한복음 17:5, 이사야 9:6, 요한복음 1:18, 요한복음 10:35-36, 빌립보서 2:5-6
6:46	출애굽기 33:17, 출애굽기 33:20, 마태복음 11:27, 누가복음 10:22, 요한복음 1:18
6:47	요한복음 3:16
6:48	요한복음 6:33
6:49	요한복음 6:31
6:51	히브리서 10:10
6:53	요한복음 6:33
6:54	요한복음 6:40, 고린도 전서 15:51-52, 데살로니가 전서 4:16
6:56	요한복음 15:4
6:57	요한복음 5:26, 고린도 전서 15:22
6:58	요한복음 6:51
6:62	요한복음 3:13, 요한복음 6:38, 요한복음 8:23, 사도행전 1:9, 에베소서 4:8
6:63	갈라디아서 6:8, 신명기 8:3, 마태복음 4:4
6:64	마태복음 9:3-4, 요한복음 2:24-25, 요한복음 13:11
6:65	요한복음 6:44
6:66	누가복음 9:62
6:68	마태복음 16:16, 마가복음 8:29, 요한복음 6:63, 요한복음 17:3
6:69	누가복음 9:20
6:70	누가복음 6:13, 누가복음 22:3, 요한복음 13:18
6:71	마태복음 26:14-15, 누가복음 6:13, 누가복음 6:16, 요한복음 12:4
7:1	요한복음 5:18
7:2	레위기 23:34
7:3	마태복음 12:46, 마태복음 13:55-56, 마가복음 6:3, 누가복음 8:19, 요한복음 2:12, 사도행전 1:14, 갈라디아서 1:19
7:5	마가복음 3:21
7:6	요한복음 2:4, 요한복음 7:30
7:7	요한복음 3:19, 요한복음 15:19
7:8	요한복음 8:20
7:12	요한복음 9:16
7:13	요한복음 9:22, 요한복음 12:42, 요한복음 19:38
7:15	누가복음 4:16-17, 마태복음 13:54, 마가복음 6:2, 누가복음 2:46-47, 사도행전 4:13
7:16	요한복음 3:34, 요한복음 8:28, 요한복음 12:49, 요한복음 14:10
7:17	요한복음 8:47
7:18	요한복음 5:41, 요한복음 8:50
7:19	출애굽기 24:3, 마태복음 12:14, 마가복음 3:6
7:20	요한복음 8:48, 요한복음 10:19-21
7:22	레위기 12:2-3, 창세기 17:9-10
7:23	요한복음 5:8-9, 요한복음 5:15-16
7:24	이사야 11:3-4, 마태복음 23:23
7:25	요한복음 5:18
7:27	마태복음 13:55
7:28	요한복음 5:19, 요한복음 8:42, 요한복음 8:54-55
7:29	마태복음 11:27, 요한복음 1:18, 요한복음 10:15
7:30	마가복음 11:18, 누가복음 19:47, 누가복음 22:53, 요한복음 8:20
7:31	요한복음 2:23, 요한복음 8:30, 요한복음 10:40, 요한복음 10:42, 요한복음 11:45, 요한복음 11:47
7:33	요한복음 13:33, 요한복음 16:16
7:34	요한복음 8:21-22
7:37	요한복음 7:2, 요한복음 4:14, 요한복음 6:35
7:38	출애굽기 17:6, 민수기 20:8, 요한복음 4:14
7:39	요한복음 12:16, 요한복음 13:31-32, 사도행전 2:33, 디모데 전서 3:16, 요엘 2:28, 요한복음 14:16, 요한복음 14:26, 요한복음 15:26, 요한복음 16:7, 사도행전 2:17
7:40	신명기 18:18, 요한복음 6:14
7:41	요한복음 4:40, 요한복음 4:42, 요한복음 6:68-69, 요한복음 1:46, 요한복음 7:52
7:42	역대기하 13:5, 시편 89:3-4, 시편 132:11, 예레미야 23:5, 사무엘상 16:1, 미가 5:2, 마태복음 2:4-6, 누가복음 2:4
7:46	마태복음 7:28-29, 누가복음 4:22
7:48	요한복음 12:42, 사도행전 6:7
7:50	요한복음 3:1-2
7:51	신명기 1:16-17
7:52	요한복음 1:46, 요한복음 7:41
